Code_Filiere,Universite,Etablissement,Filiere,Section_Bac,Section_Bac_Nom,Score_2022,Score_2023,Score_2024,Score_2025
36391,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Administration des Affaires,T,Sciences Techniques,115.49,129.24,146.9324,129.525
36391,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Administration des Affaires,I,Sciences Informatiques,102.455,121.29,119.8026,117.505
36391,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Administration des Affaires,E,Économie et Gestion,104.7423,107.125,121.32,110.33
36394,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Comptabilité et Finance,M,Mathématiques,117.44,121.735,130.685,117.975
36394,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Comptabilité et Finance,S,Sciences Expérimentales,120.715,125.135,127.095,122.225
36394,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Comptabilité et Finance,T,Sciences Techniques,116.94,133.7928,120.53,128.81
36394,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Comptabilité et Finance,I,Sciences Informatiques,107.44,123.37,115.5298,113.66
36394,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Comptabilité et Finance,E,Économie et Gestion,106.8502,111.3389,127.09,117.5823
36396,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Commerce et Distribution,M,Mathématiques,116.025,116.11,122.45,
36396,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Commerce et Distribution,S,Sciences Expérimentales,116.775,124.855,115.4835,116.46
36396,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Commerce et Distribution,T,Sciences Techniques,116.085,122.435,135.92,81.7667
36396,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Commerce et Distribution,I,Sciences Informatiques,97.5382,109.78,105.71,108.155
36396,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Commerce et Distribution,E,Économie et Gestion,102.4182,103.9719,112.9439,105.0687
36477,Université de Monastir,Institut Supérieur des Études Appliquées en Humanités de Mahdia,Licence en Éducation et Enseignement,L,Lettres,131.385,108.185,129.665,138.32
36477,Université de Monastir,Institut Supérieur des Études Appliquées en Humanités de Mahdia,Licence en Éducation et Enseignement,M,Mathématiques,134.44,114.1484,135.88,143.705
36477,Université de Monastir,Institut Supérieur des Études Appliquées en Humanités de Mahdia,Licence en Éducation et Enseignement,S,Sciences Expérimentales,143.905,143.315,151.955,161.235
36477,Université de Monastir,Institut Supérieur des Études Appliquées en Humanités de Mahdia,Licence en Éducation et Enseignement,T,Sciences Techniques,142.505,147.215,154.995,163.18
36477,Université de Monastir,Institut Supérieur des Études Appliquées en Humanités de Mahdia,Licence en Éducation et Enseignement,I,Sciences Informatiques,125.9,128.365,134.105,168.935
36477,Université de Monastir,Institut Supérieur des Études Appliquées en Humanités de Mahdia,Licence en Éducation et Enseignement,E,Économie et Gestion,154.12,145.83,165.4,162.625
36523,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Sciences Informatiques,M,Mathématiques,146.37,146.63,148.355,
36523,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Sciences Informatiques,S,Sciences Expérimentales,137.315,144.92,141.93,139.805
36523,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Sciences Informatiques,T,Sciences Techniques,155.8295,170.1675,170.5099,160.6873
36523,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Sciences Informatiques,I,Sciences Informatiques,147.715,160.8959,160.92,155.3266
36524,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Ingénierie des Systèmes Informatiques,M,Mathématiques,137.39,138.405,139.485,
36524,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Ingénierie des Systèmes Informatiques,S,Sciences Expérimentales,127.05,135.055,129.03,126.355
36524,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Ingénierie des Systèmes Informatiques,T,Sciences Techniques,148.615,162.68,162.1318,160.035
36524,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Ingénierie des Systèmes Informatiques,I,Sciences Informatiques,125.5675,138.69,140.215,142.06
36546,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en Biotechnologie,M,Mathématiques,104.9035,107.4401,106.0533,97.52
36546,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en Biotechnologie,S,Sciences Expérimentales,103.74,106.0634,107.87,103.1413
36551,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en Physique des Matériaux,M,Mathématiques,96.2417,90.9752,87.3407,
36551,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en Physique des Matériaux,S,Sciences Expérimentales,83.3868,80.3332,81.9923,77.5805
36551,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en Physique des Matériaux,T,Sciences Techniques,105.5837,107.4477,99.5545,98.3795
36566,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Technologies de l'Informatique,M,Mathématiques,142.1,136.565,137.025,
36566,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Technologies de l'Informatique,S,Sciences Expérimentales,125.185,131.04,122.635,121.11
36566,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Technologies de l'Informatique,T,Sciences Techniques,145.42,153.9837,151.71,143.1
36566,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Technologies de l'Informatique,I,Sciences Informatiques,129.985,138.11,140.555,138.08
36566,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Technologies de l'Informatique,E,Économie et Gestion,116.525,121.53,131.665,123.725
36570,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Mécanique,M,Mathématiques,113.8801,116.735,126.665,98.945
36570,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Mécanique,S,Sciences Expérimentales,110.665,108.78,113.6768,117.0456
36570,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Mécanique,T,Sciences Techniques,112.1033,118.7183,120.9467,111.0817
36570,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Mécanique,I,Sciences Informatiques,103.94,107.39,138.3,118.1762
36571,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Électrique,M,Mathématiques,136.5213,105.375,124.5052,99.75
36571,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Électrique,S,Sciences Expérimentales,112.195,109.8409,112.7834,111.43
36571,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Électrique,T,Sciences Techniques,114.995,124.83,123.9488,113.3826
36571,Université de Gabès,ISET Mahdia - Institut Supérieur des Études Technologiques de Mahdia,Licence en Génie Électrique,I,Sciences Informatiques,104.765,139.2124,111.135,119.94
36573,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en TIC,M,Mathématiques,118.0467,129.2017,132.76,111.1317
36573,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en TIC,S,Sciences Expérimentales,114.9817,122.9767,118.0959,115.935
36573,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en TIC,T,Sciences Techniques,137.0133,153.4059,145.7268,131.4423
36573,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,Licence en TIC,I,Sciences Informatiques,108.656,120.3317,121.9767,122.4717
36629,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,"Licence en Électronique, Électrotechnique et Automatique",M,Mathématiques,107.405,117.3362,107.9586,114.93
36629,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,"Licence en Électronique, Électrotechnique et Automatique",S,Sciences Expérimentales,104.2952,110.97,110.955,105.1067
36629,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,"Licence en Électronique, Électrotechnique et Automatique",T,Sciences Techniques,126.865,136.44,135.4017,119.8168
36629,Université de Monastir,ISSAT Mahdia - Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia,"Licence en Électronique, Électrotechnique et Automatique",I,Sciences Informatiques,113.9725,111.88,129.535,116.275
37311,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Informatique de Gestion,M,Mathématiques,148.0666,132.5784,141.535,108.28
37311,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Informatique de Gestion,S,Sciences Expérimentales,142.11,144.335,136.085,137.5
37311,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Informatique de Gestion,T,Sciences Techniques,174.63,153.43,159.015,129.175
37311,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Informatique de Gestion,I,Sciences Informatiques,125.495,131.075,129.63,130.09
37311,Université de Monastir,Institut Supérieur d'Informatique de Mahdia,Licence en Informatique de Gestion,E,Économie et Gestion,133.92,136.695,145.625,137.825
40101,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Arabe,L,Lettres,90.3748,89.9482,92.435,93.5
40101,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Arabe,S,Sciences Expérimentales,100.445,112.775,120.0057,100.8483
40101,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Arabe,I,Sciences Informatiques,,,,89.56
40101,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Arabe,E,Économie et Gestion,88.5634,89.455,81.705,84.8233
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,L,Lettres,96.9869,96.4116,100.8417,92.6553
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,M,Mathématiques,128.9029,120.5941,141.3256,109.785
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,S,Sciences Expérimentales,121.5199,132.4393,138.0621,134.8254
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,T,Sciences Techniques,143.5298,132.8566,117.6519,132.8673
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,I,Sciences Informatiques,128.765,105.9115,92.2616,99.67
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,E,Économie et Gestion,97.25,69.9851,70.275,73.5919
40102,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Anglais,SP,Sport,78.6885,95.2085,117.42,164.58
40103,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Français,L,Lettres,72.0519,69.7251,77.9452,71.9667
40103,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Français,S,Sciences Expérimentales,109.0705,119.091,123.7081,119.4582
40103,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Français,T,Sciences Techniques,96.9751,122.355,94.465,104.5907
40103,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Français,E,Économie et Gestion,78.3149,76.7333,79.2648,77.0383
40104,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Espagnol,L,Lettres,84.2002,77.8966,79.9066,81.6268
40104,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Espagnol,M,Mathématiques,,,,108.7603
40104,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Espagnol,S,Sciences Expérimentales,122.33,126.3456,138.8486,132.29
40104,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Espagnol,T,Sciences Techniques,151.2606,111.0,114.04,
40104,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Espagnol,I,Sciences Informatiques,,,,106.695
40104,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Espagnol,E,Économie et Gestion,92.3286,78.8625,87.0534,90.3816
40105,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Italien,L,Lettres,70.9266,73.5553,84.8935,89.8497
40105,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Italien,S,Sciences Expérimentales,122.925,117.5021,105.8252,128.7906
40105,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Italien,T,Sciences Techniques,,,,84.8551
40105,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Italien,I,Sciences Informatiques,,,,109.49
40105,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Italien,E,Économie et Gestion,98.58,74.1402,84.235,83.4085
40120,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Sociologie,L,Lettres,109.3112,100.4715,104.515,104.59
40120,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Sociologie,S,Sciences Expérimentales,96.69,102.7649,99.8132,103.219
40120,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Sociologie,T,Sciences Techniques,109.2774,116.1164,82.8233,101.5963
40120,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Sociologie,I,Sciences Informatiques,,,,104.11
40120,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Sociologie,E,Économie et Gestion,74.9124,77.0784,76.1394,73.2768
40122,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Philosophie,L,Lettres,92.8865,90.5525,94.2794,95.27
40122,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Philosophie,S,Sciences Expérimentales,129.4112,101.9199,120.7549,106.6095
40122,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Philosophie,E,Économie et Gestion,81.7634,82.295,99.4831,76.0769
40122,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Philosophie,SP,Sport,,,,124.5908
40123,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Histoire,L,Lettres,68.7802,78.8217,80.4766,82.58
40123,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Histoire,S,Sciences Expérimentales,80.8986,111.68,120.7977,133.92
40123,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Histoire,T,Sciences Techniques,,,,118.0157
40123,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Histoire,I,Sciences Informatiques,,,,102.015
40123,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Histoire,E,Économie et Gestion,74.2966,77.5483,71.2266,81.6946
40123,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Histoire,SP,Sport,,,,87.2685
40124,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Géographie,L,Lettres,79.7368,83.7471,74.1015,81.5684
40124,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Géographie,S,Sciences Expérimentales,80.0894,101.1222,105.9984,94.6842
40124,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Géographie,E,Économie et Gestion,75.5261,72.0634,80.3318,77.486
40147,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Traduction,L,Lettres,99.475,95.235,100.7219,95.3348
40147,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Traduction,S,Sciences Expérimentales,109.8444,126.7362,132.2806,137.0224
40147,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Traduction,T,Sciences Techniques,119.09,116.9421,113.3487,114.4186
40147,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Traduction,I,Sciences Informatiques,,,,86.1962
40147,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Traduction,E,Économie et Gestion,84.0337,74.7669,72.4305,80.5325
40161,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Préservation du Patrimoine Culturel,L,Lettres,92.1,85.3533,89.35,89.3167
40161,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Préservation du Patrimoine Culturel,S,Sciences Expérimentales,,,,68.2017
40161,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Préservation du Patrimoine Culturel,E,Économie et Gestion,70.9669,70.6498,76.4267,71.585
40161,Université de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,Licence en Préservation du Patrimoine Culturel,SP,Sport,,,,120.705
40201,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Musique et Musicologie,L,Lettres,96.8618,84.7549,83.845,83.0953
40201,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Musique et Musicologie,M,Mathématiques,,,,122.3599
40201,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Musique et Musicologie,S,Sciences Expérimentales,95.57,119.1552,104.5802,104.4519
40201,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Musique et Musicologie,T,Sciences Techniques,73.875,87.9185,90.381,
40201,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Musique et Musicologie,E,Économie et Gestion,76.1769,72.2418,87.87,74.5858
40201,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Musique et Musicologie,SP,Sport,,,,142.5294
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,L,Lettres,85.5883,85.6865,88.0383,86.96
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,M,Mathématiques,94.0263,95.7058,100.6519,113.3612
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,S,Sciences Expérimentales,98.74,111.462,114.2314,106.5898
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,T,Sciences Techniques,77.8966,88.51,80.0283,72.0002
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,I,Sciences Informatiques,,,,78.0117
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,E,Économie et Gestion,77.7214,77.5585,80.0287,77.2068
40202,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Arts Plastiques,SP,Sport,101.1792,153.2829,180.6214,89.69
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,L,Lettres,117.149,111.708,118.9947,119.931
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,M,Mathématiques,127.33,121.4023,128.4482,145.2365
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,S,Sciences Expérimentales,146.5579,139.7046,120.74,125.2596
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,T,Sciences Techniques,103.06,106.235,108.161,100.7951
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,I,Sciences Informatiques,86.8551,81.145,84.2884,96.355
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,E,Économie et Gestion,108.375,97.3184,105.1115,105.4964
40207,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design d'Espace,SP,Sport,96.19,151.7367,179.2625,165.1973
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,L,Lettres,106.465,107.9202,111.2212,112.6336
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,M,Mathématiques,104.3232,95.7665,124.4624,95.4173
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,S,Sciences Expérimentales,119.3478,123.3175,116.4321,107.7867
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,T,Sciences Techniques,81.5267,82.8119,83.3953,71.8266
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,I,Sciences Informatiques,,,,84.2217
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,E,Économie et Gestion,94.9035,85.2668,74.1435,74.3882
40208,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Produit,SP,Sport,139.2605,129.149,143.6101,92.83
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,L,Lettres,107.7205,109.1167,110.6989,106.24
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,M,Mathématiques,115.4905,104.0468,111.5566,108.7763
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,S,Sciences Expérimentales,118.9558,119.2729,116.0164,115.5119
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,T,Sciences Techniques,85.2738,75.9648,74.0502,79.5116
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,I,Sciences Informatiques,101.4798,89.9633,86.1493,87.3868
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,E,Économie et Gestion,93.3878,76.53,88.8367,79.7846
40209,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Design Image,SP,Sport,,,,152.0631
40247,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Ingénierie du Son et Technologies Modernes,M,Mathématiques,94.1436,99.6185,114.45,108.5432
40247,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Ingénierie du Son et Technologies Modernes,S,Sciences Expérimentales,85.0768,89.7752,87.0586,86.3351
40247,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Ingénierie du Son et Technologies Modernes,T,Sciences Techniques,80.1334,91.6284,89.65,76.5586
40247,Université de Sfax,Institut Supérieur de Musique de Sfax,Licence en Ingénierie du Son et Technologies Modernes,I,Sciences Informatiques,100.8074,90.7849,90.6835,92.3518
40265,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Cinéma et Audiovisuel,L,Lettres,104.2412,109.6396,111.708,111.2747
40265,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Cinéma et Audiovisuel,M,Mathématiques,91.8451,97.3881,109.5573,
40265,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Cinéma et Audiovisuel,S,Sciences Expérimentales,124.7299,113.1044,105.8533,97.8712
40265,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Cinéma et Audiovisuel,T,Sciences Techniques,106.075,113.2381,96.21,79.2918
40265,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Cinéma et Audiovisuel,I,Sciences Informatiques,81.0868,92.3733,90.0502,76.2668
40265,Université de Sfax,Institut Supérieur des Arts et Métiers de Sfax,Licence en Cinéma et Audiovisuel,E,Économie et Gestion,109.175,103.4583,101.6179,83.9005
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,L,Lettres,103.805,102.42,107.235,106.4276
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,M,Mathématiques,138.6506,105.6035,111.5151,102.8634
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,S,Sciences Expérimentales,121.26,126.9662,129.0688,121.0117
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,T,Sciences Techniques,127.0037,129.92,145.8089,108.9046
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,I,Sciences Informatiques,109.0,86.5318,106.65,117.8
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,E,Économie et Gestion,104.055,72.0668,90.9983,87.5706
40301,Université de Sfax,Faculté de Droit de Sfax,Licence en Droit,SP,Sport,80.6785,87.655,85.735,176.1381
40311,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Informatique de Gestion,M,Mathématiques,154.92,128.3412,135.248,99.8559
40311,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Informatique de Gestion,S,Sciences Expérimentales,131.701,140.5392,118.0283,123.8579
40311,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Informatique de Gestion,T,Sciences Techniques,143.3158,153.1277,158.1514,143.0269
40311,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Informatique de Gestion,I,Sciences Informatiques,101.18,103.415,109.5285,109.015
40311,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Informatique de Gestion,E,Économie et Gestion,130.7326,133.6484,145.3702,125.2275
40312,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences Économiques,M,Mathématiques,110.1137,113.4377,89.735,96.4661
40312,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences Économiques,S,Sciences Expérimentales,112.845,121.6858,118.17,111.79
40312,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences Économiques,E,Économie et Gestion,85.7086,88.3852,88.4833,93.335
40318,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences de Gestion,M,Mathématiques,123.9221,103.6491,101.9315,99.1997
40318,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences de Gestion,S,Sciences Expérimentales,122.36,124.135,123.4727,120.6088
40318,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences de Gestion,T,Sciences Techniques,118.5774,124.2377,129.6038,124.1842
40318,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences de Gestion,I,Sciences Informatiques,85.6534,84.535,96.9451,102.995
40318,Université de Sfax,FSEGS - Faculté des Sciences Économiques et de Gestion de Sfax,Licence en Sciences de Gestion,E,Économie et Gestion,107.8614,102.9967,116.63,108.0005
40391,Université de Gabès,ISET Sfax - Institut Supérieur des Études Technologiques de Sfax,Licence en Administration des Affaires,M,Mathématiques,126.9288,122.1031,123.8311,89.3815
40391,Université de Gabès,ISET Sfax - Institut Supérieur des Études Technologiques de Sfax,Licence en Administration des Affaires,S,Sciences Expérimentales,132.055,121.515,121.98,113.4735
40391,Université de Gabès,ISET Sfax - Institut Supérieur des Études Technologiques de Sfax,Licence en Administration des Affaires,T,Sciences Techniques,132.9689,148.072,152.4269,121.9533
40391,Université de Gabès,ISET Sfax - Institut Supérieur des Études Technologiques de Sfax,Licence en Administration des Affaires,I,Sciences Informatiques,117.85,107.519,100.545,118.535
